Order_ID,Order_Date,Shipment_Date,Origin_Country,Destination_Country,Product_Category,Units_Sold,Unit_Price,Revenue,Shipping_Cost,Custom_Duty,Profit,Delivery_Days,Export_Mode,Customer_Type,Year,Month,Quarter
ORD00360,2022-12-31,2023-01-10,USA,UAE,Electronics,789,189.07,149176.23,10924.67,8091.06,40632.81,10,Rail,Distributor,2022,Dec,Q4
ORD00361,2024-12-29,2025-01-04,China,India,Sports,119,32.13,3823.47,164.71,230.23,1669.85,6,Sea,Retail,2024,Dec,Q4
ORD00362,2023-05-29,2023-06-02,India,Canada,Fashion,781,279.76,218492.56,13608.03,10303.16,66799.79,4,Sea,Distributor,2023,May,Q2
ORD00363,2024-03-07,2024-03-12,USA,Canada,Electronics,958,203.16,194627.28,13135.58,13095.83,50540.37,5,Air,B2B,2024,Mar,Q1
ORD00364,2023-05-30,2023-06-04,USA,Japan,Fashion,943,324.22,305739.46,28696.43,12860.77,87918.69,5,Sea,Distributor,2023,May,Q2
ORD00365,2023-02-01,2023-02-07,China,Germany,Electronics,201,481.99,96879.99,9315.7,2631.38,44999.92,6,Road,Distributor,2023,Feb,Q1
ORD00366,2023-06-26,2023-06-30,India,Canada,Electronics,348,243.84,84856.32,9705.4,1900.48,15667.92,4,Air,Distributor,2023,Jun,Q2
ORD00367,2023-09-09,2023-09-18,USA,Singapore,Home,84,396.34,33292.56,1951.19,1105.24,15082.66,9,Air,Distributor,2023,Sep,Q3
ORD00368,2022-11-23,2022-12-01,USA,Singapore,Beauty,104,187.71,19521.84,2137.75,1167.41,6469.04,8,Road,B2B,2022,Nov,Q4
ORD00369,2024-12-22,2024-12-31,USA,India,Electronics,694,186.08,129139.52,6667.64,7559.29,27668.23,9,Sea,B2B,2024,Dec,Q4
ORD00370,2023-10-20,2023-10-28,India,Australia,Home,563,367.51,206908.13,6667.31,10554.81,59096.3,8,Rail,Retail,2023,Oct,Q4
ORD00371,2022-03-31,2022-04-06,USA,UK,Home,536,59.53,31908.08,1232.8,2498.33,8011.19,6,Air,Distributor,2022,Mar,Q1
ORD00372,2022-05-15,2022-05-20,USA,UK,Beauty,865,69.88,60446.2,4738.85,3757.61,10068.55,5,Rail,Distributor,2022,May,Q2
ORD00373,2022-05-28,2022-06-10,USA,Germany,Electronics,480,364.1,174768.0,5838.96,4263.44,85426.2,13,Road,Distributor,2022,May,Q2
ORD00374,2022-05-25,2022-06-05,India,Canada,Beauty,407,236.54,96271.78,6392.48,3753.08,36368.1,11,Air,Distributor,2022,May,Q2
ORD00375,2022-01-13,2022-01-25,USA,China,Sports,56,356.42,19959.52,729.18,1510.59,9100.42,12,Road,Distributor,2022,Jan,Q1
ORD00376,2022-06-27,2022-07-03,China,Australia,Beauty,851,337.15,286914.65,20846.9,14921.88,124641.06,6,Rail,Distributor,2022,Jun,Q2
ORD00377,2023-08-28,2023-09-09,India,Canada,Home,990,475.74,470982.6,37592.5,25105.34,202479.24,12,Air,Distributor,2023,Aug,Q3
ORD00378,2024-03-18,2024-03-28,USA,China,Home,225,379.18,85315.5,9497.25,3466.46,27663.84,10,Sea,B2B,2024,Mar,Q1
ORD00379,2023-01-12,2023-01-17,USA,Canada,Fashion,127,107.05,13595.35,1386.31,967.11,2331.32,5,Rail,Distributor,2023,Jan,Q1
ORD00380,2022-05-30,2022-06-05,USA,China,Home,110,114.76,12623.6,1038.34,973.18,4210.13,6,Sea,B2B,2022,May,Q2
ORD00381,2023-08-07,2023-08-18,India,UK,Home,507,236.31,119809.17,10240.19,4593.55,36055.09,11,Road,Retail,2023,Aug,Q3
ORD00382,2024-05-27,2024-05-31,India,UAE,Fashion,814,126.33,102832.62,9931.93,4747.52,21102.91,4,Sea,Distributor,2024,May,Q2
ORD00383,2023-11-11,2023-11-20,China,Japan,Home,803,166.63,133803.89,10657.54,4087.2,41186.85,9,Road,B2B,2023,Nov,Q4
ORD00384,2023-02-07,2023-02-13,USA,China,Electronics,923,28.94,26711.62,2020.63,584.23,8759.14,6,Rail,Distributor,2023,Feb,Q1
ORD00385,2023-03-12,2023-03-14,USA,Canada,Sports,925,499.39,461935.75,33485.42,30724.19,162256.43,2,Sea,Distributor,2023,Mar,Q1
ORD00386,2023-08-19,2023-08-23,China,Singapore,Sports,102,210.46,21466.92,1614.21,1282.88,4521.99,4,Sea,Distributor,2023,Aug,Q3
ORD00387,2022-10-15,2022-10-24,India,Germany,Sports,981,291.59,286049.79,31035.71,8230.21,69547.04,9,Road,B2B,2022,Oct,Q4
ORD00388,2023-03-25,2023-04-08,China,UK,Electronics,280,197.33,55252.4,1870.45,1790.53,14444.25,14,Road,Retail,2023,Mar,Q1
ORD00389,2024-08-19,2024-08-28,India,China,Home,115,357.79,41145.85,3165.09,2871.11,8345.85,9,Road,Distributor,2024,Aug,Q3
ORD00390,2022-12-23,2022-12-31,USA,Australia,Home,611,333.6,203829.6,21441.29,10395.26,67449.13,8,Sea,Distributor,2022,Dec,Q4
ORD00391,2024-04-11,2024-04-18,China,Japan,Beauty,918,310.02,284598.36,21391.93,8064.98,127162.76,7,Air,Distributor,2024,Apr,Q2
ORD00392,2023-07-30,2023-08-04,India,Germany,Fashion,380,308.97,117408.6,12154.84,7005.37,36681.19,5,Road,Distributor,2023,Jul,Q3
ORD00393,2022-08-21,2022-08-30,USA,Japan,Beauty,225,303.58,68305.5,6028.19,3050.11,26911.79,9,Sea,Distributor,2022,Aug,Q3
ORD00394,2022-11-26,2022-11-30,USA,Singapore,Electronics,922,294.69,271704.18,9518.36,9644.3,129184.76,4,Rail,Distributor,2022,Nov,Q4
ORD00395,2022-02-08,2022-02-21,USA,Canada,Electronics,231,235.62,54428.22,6496.0,3920.91,19454.93,13,Rail,Distributor,2022,Feb,Q1
ORD00396,2022-10-20,2022-11-03,USA,Germany,Sports,685,265.19,181655.15,8191.73,11105.57,39430.8,14,Air,B2B,2022,Oct,Q4
ORD00397,2024-02-14,2024-02-22,India,USA,Electronics,217,270.9,58785.3,6574.58,3589.55,10530.98,8,Air,B2B,2024,Feb,Q1
ORD00398,2024-09-01,2024-09-12,USA,India,Sports,525,381.14,200098.5,7681.2,11918.58,46313.58,11,Air,Distributor,2024,Sep,Q3
ORD00399,2024-06-02,2024-06-12,China,UAE,Electronics,724,274.31,198600.44,10059.86,13532.24,48526.34,10,Rail,Retail,2024,Jun,Q2
ORD00400,2022-07-20,2022-07-28,India,Canada,Beauty,794,131.61,104498.34,11214.22,3866.02,20132.58,8,Rail,Retail,2022,Jul,Q3
ORD00401,2023-01-23,2023-01-25,USA,India,Sports,545,76.56,41725.2,1278.77,2473.17,12674.02,2,Road,Retail,2023,Jan,Q1
ORD00402,2024-01-12,2024-01-15,India,Australia,Sports,269,145.43,39120.67,3061.17,2107.83,11122.25,3,Rail,B2B,2024,Jan,Q1
ORD00403,2024-04-26,2024-05-06,USA,Japan,Fashion,389,288.37,112175.93,8249.24,8896.73,30720.02,10,Rail,Distributor,2024,Apr,Q2
ORD00404,2022-10-10,2022-10-25,USA,China,Fashion,467,395.89,184880.63,21341.15,4809.99,56582.38,15,Road,Distributor,2022,Oct,Q4
ORD00405,2022-04-17,2022-04-21,China,India,Electronics,853,89.76,76565.28,8676.96,3531.39,32258.92,4,Sea,Retail,2022,Apr,Q2
ORD00406,2022-06-13,2022-06-24,India,Australia,Beauty,638,334.96,213704.48,11920.91,16628.73,95989.02,11,Sea,Distributor,2022,Jun,Q2
ORD00407,2024-10-09,2024-10-18,India,UK,Sports,302,113.48,34270.96,3446.16,1735.24,8200.21,9,Sea,Distributor,2024,Oct,Q4
ORD00408,2022-03-15,2022-03-22,India,China,Fashion,98,498.47,48850.06,4893.34,2012.02,16613.85,7,Sea,Distributor,2022,Mar,Q1
ORD00409,2022-02-01,2022-02-14,USA,China,Electronics,572,156.56,89552.32,9374.23,6707.52,28297.82,13,Road,B2B,2022,Feb,Q1
ORD00410,2023-02-03,2023-02-12,China,India,Home,189,215.42,40714.38,1611.55,991.12,18231.87,9,Air,Distributor,2023,Feb,Q1
ORD00411,2023-06-12,2023-06-22,USA,Canada,Beauty,999,201.0,200799.0,14764.09,6946.92,78307.33,10,Rail,Distributor,2023,Jun,Q2
ORD00412,2024-08-01,2024-08-12,India,Japan,Electronics,274,52.43,14365.82,1250.25,1144.26,3307.66,11,Sea,Retail,2024,Aug,Q3
ORD00413,2024-04-24,2024-05-01,USA,Singapore,Electronics,727,419.44,304932.88,15961.16,7800.36,97568.41,7,Road,B2B,2024,Apr,Q2
ORD00414,2023-01-01,2023-01-10,China,UAE,Fashion,925,295.38,273226.5,12691.54,17696.71,57296.53,9,Sea,Retail,2023,Jan,Q1
ORD00415,2023-02-13,2023-02-18,USA,UK,Home,221,130.02,28734.42,3021.27,2016.58,9133.73,5,Air,B2B,2023,Feb,Q1
ORD00416,2022-06-10,2022-06-22,USA,Japan,Sports,16,386.84,6189.44,487.31,139.48,2191.34,12,Road,Retail,2022,Jun,Q2
ORD00417,2023-07-17,2023-07-26,India,Singapore,Home,417,126.6,52792.2,4323.67,1227.36,13465.72,9,Rail,Distributor,2023,Jul,Q3
ORD00418,2022-03-08,2022-03-18,China,Australia,Fashion,478,488.72,233608.16,21688.65,11120.74,59053.94,10,Air,Distributor,2022,Mar,Q1
ORD00419,2023-03-08,2023-03-16,USA,China,Home,380,314.13,119369.4,6371.11,6316.29,50442.09,8,Rail,Distributor,2023,Mar,Q1
ORD00420,2023-12-04,2023-12-11,India,Japan,Beauty,225,221.16,49761.0,4861.53,2085.22,16929.68,7,Rail,B2B,2023,Dec,Q4
ORD00421,2022-09-26,2022-10-07,USA,UK,Electronics,748,149.58,111885.84,5731.07,5139.27,43476.53,11,Sea,Distributor,2022,Sep,Q3
ORD00422,2022-11-03,2022-11-12,India,Germany,Beauty,521,84.55,44050.55,4862.93,2547.85,11962.88,9,Road,Retail,2022,Nov,Q4
ORD00423,2023-09-07,2023-09-13,USA,India,Beauty,111,351.46,39012.06,1381.15,2685.16,13763.69,6,Air,Retail,2023,Sep,Q3
ORD00424,2023-11-17,2023-11-23,China,UAE,Sports,580,467.29,271028.2,14417.16,5743.12,132599.01,6,Sea,Distributor,2023,Nov,Q4
ORD00425,2022-12-24,2023-01-07,China,UAE,Home,699,265.01,185241.99,18473.63,8672.25,79642.0,14,Road,Retail,2022,Dec,Q4
ORD00426,2022-10-24,2022-11-08,India,UAE,Beauty,656,313.91,205924.96,13679.5,15325.84,89662.3,15,Road,B2B,2022,Oct,Q4
ORD00427,2023-10-05,2023-10-12,USA,Canada,Home,629,329.43,207211.47,11274.86,9675.51,49741.49,7,Road,Distributor,2023,Oct,Q4
ORD00428,2024-12-02,2024-12-11,China,Germany,Fashion,884,31.09,27483.56,2624.67,1641.36,4470.14,9,Air,B2B,2024,Dec,Q4
ORD00429,2022-12-08,2022-12-16,India,USA,Electronics,969,441.77,428075.13,33971.63,9238.67,162649.42,8,Air,B2B,2022,Dec,Q4
ORD00430,2023-06-22,2023-07-03,India,USA,Beauty,326,130.09,42409.34,4087.56,1975.84,17773.89,11,Sea,B2B,2023,Jun,Q2
ORD00431,2022-03-13,2022-03-25,China,UAE,Beauty,488,487.99,238139.12,18730.25,8655.13,83717.6,12,Sea,Distributor,2022,Mar,Q1
ORD00432,2024-07-24,2024-08-05,USA,Australia,Sports,665,326.97,217435.05,12582.86,8877.89,73797.45,12,Air,Retail,2024,Jul,Q3
ORD00433,2023-09-23,2023-09-30,China,Canada,Fashion,320,25.07,8022.4,618.51,525.45,3341.44,7,Road,Retail,2023,Sep,Q3
ORD00434,2024-12-31,2025-01-02,USA,Japan,Beauty,316,24.38,7704.08,529.57,289.48,3269.01,2,Air,Distributor,2024,Dec,Q4
ORD00435,2024-02-05,2024-02-10,China,Singapore,Beauty,414,139.95,57939.3,5466.25,3404.48,11493.31,5,Sea,Retail,2024,Feb,Q1
ORD00436,2022-06-12,2022-06-20,USA,UK,Sports,792,403.98,319952.16,27256.55,19720.4,118899.2,8,Road,Retail,2022,Jun,Q2
ORD00437,2023-01-21,2023-02-05,India,Germany,Fashion,306,72.97,22328.82,1584.92,1053.16,6066.99,15,Rail,B2B,2023,Jan,Q1
ORD00438,2023-10-19,2023-10-21,India,China,Sports,32,109.25,3496.0,137.06,126.39,1084.05,2,Air,B2B,2023,Oct,Q4
ORD00439,2022-07-04,2022-07-08,India,Japan,Fashion,360,221.72,79819.2,8039.01,3983.28,26975.84,4,Air,Retail,2022,Jul,Q3
ORD00440,2022-06-14,2022-06-29,India,China,Home,804,208.36,167521.44,13215.31,5175.78,37107.14,15,Road,Retail,2022,Jun,Q2
ORD00441,2022-01-26,2022-01-29,USA,UK,Beauty,799,487.99,389904.01,20370.38,31064.48,159209.24,3,Air,Distributor,2022,Jan,Q1
ORD00442,2023-03-03,2023-03-12,China,Canada,Home,172,322.0,55384.0,1871.8,4222.77,18480.54,9,Road,Retail,2023,Mar,Q1
ORD00443,2023-09-04,2023-09-09,China,India,Fashion,125,133.26,16657.5,1150.61,348.21,4525.91,5,Air,Retail,2023,Sep,Q3
ORD00444,2023-05-13,2023-05-15,India,Japan,Sports,168,198.27,33309.36,1267.53,981.36,16823.37,2,Road,Distributor,2023,May,Q2
ORD00445,2022-05-03,2022-05-05,China,Germany,Sports,820,71.55,58671.0,4336.13,2288.43,18750.35,2,Road,Retail,2022,May,Q2
ORD00446,2023-01-31,2023-02-02,USA,Australia,Home,751,84.67,63587.17,7050.52,3123.28,19632.69,2,Road,Distributor,2023,Jan,Q1
ORD00447,2024-09-30,2024-10-05,USA,Germany,Sports,366,175.37,64185.42,4631.33,4625.18,17726.78,5,Sea,B2B,2024,Sep,Q3
ORD00448,2024-12-23,2024-12-27,China,Canada,Home,564,196.21,110662.44,3327.04,6449.58,44037.08,4,Sea,B2B,2024,Dec,Q4
ORD00449,2024-01-16,2024-01-30,USA,UK,Home,748,50.4,37699.2,4412.49,2606.64,13453.01,14,Rail,Distributor,2024,Jan,Q1
ORD00450,2022-11-12,2022-11-23,China,UAE,Beauty,666,174.57,116263.62,4495.11,6921.58,56814.57,11,Sea,B2B,2022,Nov,Q4
ORD00451,2022-03-06,2022-03-11,India,Japan,Fashion,111,35.27,3914.97,343.57,169.58,1260.44,5,Road,B2B,2022,Mar,Q1
ORD00452,2024-01-21,2024-01-26,USA,China,Electronics,962,462.1,444540.2,39571.83,33653.57,82531.12,5,Rail,Distributor,2024,Jan,Q1
ORD00453,2022-05-05,2022-05-12,USA,Australia,Home,823,360.05,296321.15,30855.29,10652.43,132671.05,7,Air,Retail,2022,May,Q2
ORD00454,2022-06-09,2022-06-14,USA,China,Electronics,752,130.89,98429.28,6366.39,3109.1,30185.31,5,Sea,Distributor,2022,Jun,Q2
ORD00455,2024-04-30,2024-05-13,India,UAE,Beauty,729,339.32,247364.28,27075.05,7423.05,100533.37,13,Rail,Distributor,2024,Apr,Q2
ORD00456,2023-11-23,2023-12-05,India,Singapore,Sports,463,468.09,216725.67,24105.02,11487.52,29629.95,12,Road,Retail,2023,Nov,Q4
ORD00457,2024-05-31,2024-06-15,USA,UAE,Sports,256,290.31,74319.36,3660.49,4900.8,15381.13,15,Road,Retail,2024,May,Q2
ORD00458,2024-07-15,2024-07-24,China,India,Electronics,301,305.97,92096.97,7053.23,7331.35,32533.99,9,Road,B2B,2024,Jul,Q3
ORD00459,2023-03-16,2023-03-31,China,India,Home,951,285.76,271757.76,21759.39,20532.75,108149.03,15,Air,Retail,2023,Mar,Q1
ORD00460,2023-12-30,2024-01-03,India,Canada,Home,920,299.43,275475.6,14040.85,18915.38,124733.84,4,Rail,Distributor,2023,Dec,Q4
ORD00461,2023-03-22,2023-04-04,India,UAE,Beauty,187,254.37,47567.19,5275.78,2957.29,8612.63,13,Air,Distributor,2023,Mar,Q1
ORD00462,2023-09-08,2023-09-10,USA,Australia,Electronics,808,46.84,37846.72,3761.25,1547.02,8121.92,2,Rail,B2B,2023,Sep,Q3
ORD00463,2023-04-10,2023-04-23,USA,India,Beauty,65,166.3,10809.5,364.35,566.37,5069.91,13,Sea,B2B,2023,Apr,Q2
ORD00464,2022-04-14,2022-04-26,USA,Australia,Beauty,780,305.66,238414.8,17982.59,7945.21,96394.51,12,Rail,B2B,2022,Apr,Q2
ORD00465,2022-09-28,2022-10-05,India,Japan,Sports,773,43.67,33756.91,2225.5,847.46,12099.19,7,Sea,B2B,2022,Sep,Q3
ORD00466,2024-09-11,2024-09-21,India,Japan,Beauty,677,294.24,199200.48,16036.65,15901.12,56253.4,10,Sea,B2B,2024,Sep,Q3
ORD00467,2023-06-30,2023-07-14,China,UAE,Sports,101,74.01,7475.01,502.49,313.32,3242.02,14,Road,Distributor,2023,Jun,Q2
ORD00468,2022-02-19,2022-03-05,China,Germany,Home,641,414.36,265604.76,27158.52,15243.3,81864.28,14,Sea,B2B,2022,Feb,Q1
ORD00469,2024-02-05,2024-02-09,USA,China,Electronics,767,46.18,35420.06,4087.64,2677.89,5255.13,4,Road,B2B,2024,Feb,Q1
ORD00470,2023-12-05,2023-12-18,India,Canada,Beauty,492,30.92,15212.64,742.54,795.32,6659.62,13,Road,Distributor,2023,Dec,Q4
ORD00471,2024-09-16,2024-09-27,USA,Germany,Electronics,395,299.84,118436.8,10625.86,2677.73,51706.86,11,Road,B2B,2024,Sep,Q3
ORD00472,2023-07-10,2023-07-12,China,India,Electronics,407,336.98,137150.86,12298.09,10255.06,44916.06,2,Air,B2B,2023,Jul,Q3
ORD00473,2023-08-23,2023-09-07,USA,Australia,Fashion,399,264.1,105375.9,9891.85,7822.3,30189.88,15,Air,B2B,2023,Aug,Q3
ORD00474,2023-02-12,2023-02-22,China,Singapore,Electronics,50,138.75,6937.5,538.68,277.6,2527.46,10,Sea,B2B,2023,Feb,Q1
ORD00475,2023-12-12,2023-12-24,China,UAE,Home,251,498.08,125018.08,14761.25,4569.75,53354.15,12,Road,Retail,2023,Dec,Q4
ORD00476,2022-03-02,2022-03-12,China,UK,Fashion,359,450.64,161779.76,14418.44,4087.8,60011.6,10,Sea,Retail,2022,Mar,Q1
ORD00477,2023-05-08,2023-05-19,India,Australia,Home,941,310.58,292255.78,20582.18,8155.79,89408.83,11,Sea,B2B,2023,May,Q2
ORD00478,2023-09-25,2023-10-08,USA,Singapore,Fashion,450,497.93,224068.5,26399.73,6432.81,38889.77,13,Sea,Retail,2023,Sep,Q3
ORD00479,2022-05-19,2022-05-29,USA,China,Fashion,335,422.97,141694.95,6106.64,3084.56,62278.85,10,Rail,Retail,2022,May,Q2
ORD00480,2023-09-14,2023-09-23,USA,Canada,Fashion,807,110.21,88939.47,3721.15,1918.59,21416.83,9,Road,Distributor,2023,Sep,Q3
ORD00481,2023-04-18,2023-04-29,India,UK,Electronics,377,58.15,21922.55,2196.3,614.82,4777.56,11,Rail,Distributor,2023,Apr,Q2
ORD00482,2024-02-05,2024-02-09,China,Japan,Beauty,150,98.62,14793.0,745.04,658.52,3172.74,4,Road,Retail,2024,Feb,Q1
ORD00483,2023-04-01,2023-04-14,USA,UK,Fashion,77,105.0,8085.0,937.24,374.8,2042.28,13,Road,Retail,2023,Apr,Q2
ORD00484,2023-05-21,2023-05-29,China,India,Sports,762,415.68,316748.16,30033.45,13825.75,56948.52,8,Air,Distributor,2023,May,Q2
ORD00485,2022-08-12,2022-08-21,China,India,Fashion,541,278.18,150495.38,17840.44,3364.34,51601.97,9,Air,B2B,2022,Aug,Q3
ORD00486,2023-08-20,2023-08-29,China,Canada,Home,482,99.91,48156.62,2720.74,3618.58,12586.91,9,Sea,Retail,2023,Aug,Q3
ORD00487,2024-07-14,2024-07-17,USA,Singapore,Electronics,194,393.79,76395.26,8740.06,4718.69,29277.37,3,Rail,Retail,2024,Jul,Q3
ORD00488,2024-07-12,2024-07-14,India,Japan,Sports,928,362.06,335991.68,16186.02,15886.02,144315.3,2,Sea,Distributor,2024,Jul,Q3
ORD00489,2022-09-11,2022-09-14,India,Japan,Home,97,271.43,26328.71,1699.99,1776.24,8279.54,3,Sea,Retail,2022,Sep,Q3
ORD00490,2024-02-19,2024-02-21,India,UAE,Sports,902,336.57,303586.14,13208.45,21897.4,130755.39,2,Air,Retail,2024,Feb,Q1
ORD00491,2023-09-23,2023-09-29,USA,Japan,Home,651,106.73,69481.23,7703.3,5393.55,28518.25,6,Road,B2B,2023,Sep,Q3
ORD00492,2024-07-28,2024-08-06,China,Singapore,Electronics,632,443.7,280418.4,14416.04,15516.04,98299.44,9,Rail,Retail,2024,Jul,Q3
ORD00493,2022-06-12,2022-06-23,USA,India,Fashion,913,282.72,258123.36,22141.55,13797.45,55029.93,11,Air,B2B,2022,Jun,Q2
ORD00494,2022-10-31,2022-11-02,USA,UAE,Electronics,158,429.84,67914.72,6114.34,4773.11,23780.81,2,Air,B2B,2022,Oct,Q4
ORD00495,2022-08-12,2022-08-20,India,Germany,Home,635,337.24,214147.4,19912.76,11636.12,60822.92,8,Rail,Distributor,2022,Aug,Q3
ORD00496,2024-01-08,2024-01-10,India,Canada,Home,387,450.81,174463.47,18113.47,11428.49,30998.1,2,Air,Retail,2024,Jan,Q1
ORD00497,2024-08-22,2024-08-26,India,Canada,Home,549,218.6,120011.4,5866.89,3905.54,60139.57,4,Air,Retail,2024,Aug,Q3
ORD00498,2023-08-12,2023-08-20,USA,UAE,Home,548,296.07,162246.36,13968.11,12270.1,41209.71,8,Rail,Distributor,2023,Aug,Q3
ORD00499,2024-10-16,2024-10-25,India,UK,Home,208,20.76,4318.08,138.86,248.41,2050.81,9,Sea,Distributor,2024,Oct,Q4
ORD00500,2024-04-29,2024-05-07,India,UAE,Home,583,406.9,237222.7,11650.11,13862.61,67714.59,8,Road,B2B,2024,Apr,Q2
ORD00501,2023-09-23,2023-09-29,USA,Singapore,Home,795,22.94,18237.3,1672.82,738.28,4567.97,6,Air,B2B,2023,Sep,Q3
ORD00502,2023-02-02,2023-02-09,China,Japan,Beauty,826,37.07,30619.82,1292.7,897.87,11950.11,7,Road,Retail,2023,Feb,Q1
ORD00503,2024-04-27,2024-05-10,India,Singapore,Home,588,367.98,216372.24,12635.11,11284.49,92385.08,13,Road,Retail,2024,Apr,Q2
ORD00504,2022-05-16,2022-05-20,China,India,Home,394,320.73,126367.62,13371.78,6856.57,40823.65,4,Air,Retail,2022,May,Q2
ORD00505,2023-10-07,2023-10-20,India,Canada,Beauty,98,258.59,25341.82,1302.26,1193.96,5480.93,13,Sea,Distributor,2023,Oct,Q4
ORD00506,2023-09-12,2023-09-16,India,UAE,Electronics,806,117.01,94310.06,3615.32,4749.42,25614.46,4,Sea,B2B,2023,Sep,Q3
ORD00507,2023-11-28,2023-12-07,USA,Singapore,Home,804,177.12,142404.48,14134.12,3687.58,25656.95,9,Sea,B2B,2023,Nov,Q4
ORD00508,2022-03-16,2022-03-25,China,Singapore,Electronics,14,169.27,2369.78,80.48,167.99,553.55,9,Road,Retail,2022,Mar,Q1
ORD00509,2022-04-05,2022-04-08,USA,Canada,Electronics,601,384.08,230832.08,20197.02,7522.99,96890.84,3,Road,Retail,2022,Apr,Q2
ORD00510,2024-12-26,2025-01-02,China,USA,Home,162,95.6,15487.2,624.16,1200.23,4867.82,7,Air,B2B,2024,Dec,Q4
ORD00511,2023-12-19,2023-12-29,China,Canada,Fashion,975,358.09,349137.75,19375.08,12111.42,170534.08,10,Road,Distributor,2023,Dec,Q4
ORD00512,2024-06-27,2024-06-29,India,China,Beauty,934,344.24,321520.16,12710.79,7468.27,131597.84,2,Sea,Distributor,2024,Jun,Q2
ORD00513,2024-07-02,2024-07-13,China,Canada,Home,847,115.11,97498.17,9579.8,6684.28,39937.41,11,Rail,Distributor,2024,Jul,Q3
ORD00514,2022-09-27,2022-09-30,USA,Japan,Electronics,476,168.99,80439.24,7078.47,5308.15,24521.82,3,Sea,B2B,2022,Sep,Q3
ORD00515,2023-06-13,2023-06-20,China,Germany,Home,817,433.18,353908.06,20961.44,17430.11,167013.3,7,Air,Retail,2023,Jun,Q2
ORD00516,2024-09-07,2024-09-16,India,Canada,Home,628,295.85,185793.8,14067.46,8238.31,49358.26,9,Air,Retail,2024,Sep,Q3
ORD00517,2022-05-26,2022-06-09,China,Singapore,Beauty,420,303.46,127453.2,6560.24,4412.62,59418.77,14,Rail,Retail,2022,May,Q2
ORD00518,2022-05-16,2022-05-23,India,Australia,Beauty,590,397.92,234772.8,18548.79,8022.01,67623.88,7,Air,Distributor,2022,May,Q2
ORD00519,2024-09-23,2024-09-26,USA,Japan,Home,578,66.87,38650.86,2708.24,1487.37,14289.62,3,Air,Distributor,2024,Sep,Q3
ORD00520,2024-02-16,2024-02-23,China,India,Electronics,232,412.18,95625.76,10504.83,7094.99,21526.43,7,Air,B2B,2024,Feb,Q1
ORD00521,2022-11-02,2022-11-11,USA,Canada,Beauty,640,297.41,190342.4,9062.2,11590.14,75474.51,9,Road,Retail,2022,Nov,Q4
ORD00522,2023-12-07,2023-12-10,USA,India,Sports,532,214.01,113853.32,4722.64,4286.7,46691.48,3,Air,B2B,2023,Dec,Q4
ORD00523,2024-01-06,2024-01-09,China,India,Fashion,452,357.07,161395.64,10568.86,6308.57,61425.78,3,Rail,Retail,2024,Jan,Q1
ORD00524,2023-03-09,2023-03-21,India,Japan,Fashion,202,286.6,57893.2,6130.86,2409.36,18949.17,12,Road,Distributor,2023,Mar,Q1
ORD00525,2022-09-15,2022-09-19,India,USA,Electronics,157,366.24,57499.68,4243.66,2656.72,10518.27,4,Air,B2B,2022,Sep,Q3
ORD00526,2024-05-01,2024-05-16,China,Australia,Sports,194,238.11,46193.34,3149.06,3196.78,16038.79,15,Sea,B2B,2024,May,Q2
ORD00527,2024-05-19,2024-05-30,India,Japan,Fashion,739,260.83,192753.37,12909.73,10171.59,71350.29,11,Air,Distributor,2024,May,Q2
ORD00528,2024-09-16,2024-09-29,China,USA,Sports,503,481.63,242259.89,9013.44,15458.88,82625.35,13,Road,Retail,2024,Sep,Q3
ORD00529,2024-11-24,2024-11-27,USA,China,Fashion,493,322.72,159100.96,14277.14,9565.63,38966.76,3,Road,Distributor,2024,Nov,Q4
ORD00530,2022-04-19,2022-04-26,USA,India,Beauty,474,266.08,126121.92,9109.9,8075.44,42558.0,7,Road,Retail,2022,Apr,Q2
ORD00531,2022-12-10,2022-12-12,USA,Canada,Sports,276,49.48,13656.48,991.25,411.67,6579.48,2,Road,Distributor,2022,Dec,Q4
ORD00532,2022-02-25,2022-03-03,China,USA,Fashion,527,56.89,29981.03,3014.25,1053.03,8382.66,6,Road,Retail,2022,Feb,Q1
ORD00533,2022-01-30,2022-02-12,India,Germany,Sports,766,92.55,70893.3,4976.62,4854.1,27148.94,13,Sea,Retail,2022,Jan,Q1
ORD00534,2023-01-06,2023-01-20,USA,India,Home,96,484.33,46495.68,3886.99,3222.31,9104.48,14,Rail,Retail,2023,Jan,Q1
ORD00535,2023-05-03,2023-05-15,China,Germany,Fashion,601,372.49,223866.49,13668.57,13104.17,56808.89,12,Air,B2B,2023,May,Q2
ORD00536,2022-12-10,2022-12-19,China,Japan,Home,497,378.15,187940.55,18365.27,9763.75,63221.32,9,Rail,Retail,2022,Dec,Q4
ORD00537,2023-06-22,2023-06-26,USA,Australia,Electronics,305,465.07,141846.35,9985.11,8611.44,25584.5,4,Air,B2B,2023,Jun,Q2
ORD00538,2024-12-24,2025-01-05,China,Australia,Sports,950,332.99,316340.5,17251.05,11457.72,84953.98,12,Road,Distributor,2024,Dec,Q4
ORD00539,2024-03-12,2024-03-21,USA,UK,Sports,798,113.56,90620.88,5470.47,5565.64,38445.16,9,Air,Distributor,2024,Mar,Q1
ORD00540,2022-01-18,2022-02-02,India,China,Beauty,110,272.13,29934.3,2744.82,1230.03,7472.77,15,Road,B2B,2022,Jan,Q1
